 written on 16Jul2025 at 08:12:48 
10
847
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1
 -5  -5  -3   1   1  0.000329 -0.000000
 -5  -5  -3   1   2 -0.000022  0.000041
 -5  -5  -3   1   3 -0.000021 -0.000004
 -5  -5  -3   1   4 -0.000023  0.000002
 -5  -5  -3   1   5 -0.000244  0.000073
 -5  -5  -3   1   6  0.000121  0.000001
 -5  -5  -3   1   7  0.000083  0.000034
 -5  -5  -3   1   8  0.000088 -0.000010
 -5  -5  -3   1   9 -0.000025 -0.000004
 -5  -5  -3   1  10  0.000134  0.000008
 -5  -5  -3   2   1  0.000003 -0.000051
 -5  -5  -3   2   2  0.000413  0.000041
 -5  -5  -3   2   3  0.000078 -0.000023
 -5  -5  -3   2   4 -0.000116  0.000036
 -5  -5  -3   2   5  0.000041  0.000034
 -5  -5  -3   2   6 -0.000099 -0.000032
 -5  -5  -3   2   7  0.000634  0.000046
 -5  -5  -3   2   8 -0.000143 -0.000086
 -5  -5  -3   2   9  0.000153  0.000217
 -5  -5  -3   2  10 -0.000105 -0.000127
 -5  -5  -3   3   1  0.000017 -0.000013
 -5  -5  -3   3   2 -0.000089  0.000113
 -5  -5  -3   3   3 -0.000472 -0.000047
 -5  -5  -3   3   4  0.000056  0.000150
 -5  -5  -3   3   5  0.000321 -0.000010
 -5  -5  -3   3   6  0.000090 -0.000015
 -5  -5  -3   3   7  0.000045  0.000109
 -5  -5  -3   3   8 -0.000450  0.000033
 -5  -5  -3   3   9  0.000286  0.000034
 -5  -5  -3   3  10  0.000229 -0.000053
 -5  -5  -3   4   1 -0.000023  0.000032
 -5  -5  -3   4   2  0.000078 -0.000128
 -5  -5  -3   4   3  0.000262  0.000044
 -5  -5  -3   4   4  0.000422 -0.000111
 -5  -5  -3   4   5 -0.000110  0.000058
 -5  -5  -3   4   6 -0.000046  0.000027
 -5  -5  -3   4   7  0.000044  0.000141
 -5  -5  -3   4   8 -0.000019  0.000178
 -5  -5  -3   4   9 -0.000496  0.000003
 -5  -5  -3   4  10  0.000025  0.000091
 -5  -5  -3   5   1  0.000141  0.000030
 -5  -5  -3   5   2  0.000060 -0.000020
 -5  -5  -3   5   3 -0.000310  0.000119
 -5  -5  -3   5   4 -0.000225  0.000034
 -5  -5  -3   5   5  0.000177  0.000018
 -5  -5  -3   5   6 -0.000076  0.000042
 -5  -5  -3   5   7 -0.000017  0.000030
 -5  -5  -3   5   8 -0.000195  0.000149
 -5  -5  -3   5   9  0.000058  0.000056
 -5  -5  -3   5  10  0.000068  0.000049
 -5  -5  -3   6   1  0.000138  0.000004
 -5  -5  -3   6   2  0.000109  0.000046
 -5  -5  -3   6   3  0.000089 -0.000024
 -5  -5  -3   6   4  0.000109 -0.000023
 -5  -5  -3   6   5  0.000125 -0.000021
 -5  -5  -3   6   6  0.000331 -0.000008
 -5  -5  -3   6   7  0.000017  0.000042
 -5  -5  -3   6   8  0.000012  0.000003
 -5  -5  -3   6   9  0.000010 -0.000053
 -5  -5  -3   6  10 -0.000019 -0.000037
 -5  -5  -3   7   1 -0.000092 -0.000050
 -5  -5  -3   7   2  0.000608  0.000031
 -5  -5  -3   7   3 -0.000014 -0.000039
 -5  -5  -3   7   4  0.000220 -0.000103
 -5  -5  -3   7   5 -0.000137  0.000039
 -5  -5  -3   7   6 -0.000003 -0.000045
 -5  -5  -3   7   7  0.000425  0.000027
 -5  -5  -3   7   8 -0.000008 -0.000078
 -5  -5  -3   7   9  0.000046  0.000035
 -5  -5  -3   7  10  0.000022 -0.000165
 -5  -5  -3   8   1  0.000094 -0.000029
 -5  -5  -3   8   2  0.000102  0.000008
 -5  -5  -3   8   3 -0.000539 -0.000002
 -5  -5  -3   8   4 -0.000048  0.000158
 -5  -5  -3   8   5  0.000033  0.000059
 -5  -5  -3   8   6 -0.000010 -0.000011
 -5  -5  -3   8   7  0.000011 -0.000005
 -5  -5  -3   8   8 -0.000469 -0.000057
 -5  -5  -3   8   9  0.000054  0.000073
 -5  -5  -3   8  10  0.000269  0.000043
 -5  -5  -3   9   1 -0.000003  0.000068
 -5  -5  -3   9   2  0.000350 -0.000151
 -5  -5  -3   9   3  0.000091 -0.000055
 -5  -5  -3   9   4 -0.000666  0.000126
 -5  -5  -3   9   5 -0.000035  0.000030
 -5  -5  -3   9   6  0.000043  0.000019
 -5  -5  -3   9   7 -0.000138  0.000070
 -5  -5  -3   9   8 -0.000015  0.000158
 -5  -5  -3   9   9  0.000613  0.000116
 -5  -5  -3   9  10 -0.000098  0.000049
 -5  -5  -3  10   1 -0.000148  0.000042
 -5  -5  -3  10   2 -0.000280 -0.000033
 -5  -5  -3  10   3  0.000007  0.000048
 -5  -5  -3  10   4  0.000024 -0.000046
 -5  -5  -3  10   5  0.000124  0.000057
 -5  -5  -3  10   6  0.000123 -0.000065
