41
0.000000    0.000000    0.000000   1.0
0.000000    0.000000    0.012500   1.0
0.000000    0.000000    0.025000   1.0
0.000000    0.000000    0.037500   1.0
0.000000    0.000000    0.050000   1.0
0.000000    0.000000    0.062500   1.0
0.000000    0.000000    0.075000   1.0
0.000000    0.000000    0.087500   1.0
0.000000    0.000000    0.100000   1.0
0.000000    0.000000    0.112500   1.0
0.000000    0.000000    0.125000   1.0
0.000000    0.000000    0.137500   1.0
0.000000    0.000000    0.150000   1.0
0.000000    0.000000    0.162500   1.0
0.000000    0.000000    0.175000   1.0
0.000000    0.000000    0.187500   1.0
0.000000    0.000000    0.200000   1.0
0.000000    0.000000    0.212500   1.0
0.000000    0.000000    0.225000   1.0
0.000000    0.000000    0.237500   1.0
0.000000    0.000000    0.250000   1.0
0.000000    0.000000    0.262500   1.0
0.000000    0.000000    0.275000   1.0
0.000000    0.000000    0.287500   1.0
0.000000    0.000000    0.300000   1.0
0.000000    0.000000    0.312500   1.0
0.000000    0.000000    0.325000   1.0
0.000000    0.000000    0.337500   1.0
0.000000    0.000000    0.350000   1.0
0.000000    0.000000    0.362500   1.0
0.000000    0.000000    0.375000   1.0
0.000000    0.000000    0.387500   1.0
0.000000    0.000000    0.400000   1.0
0.000000    0.000000    0.412500   1.0
0.000000    0.000000    0.425000   1.0
0.000000    0.000000    0.437500   1.0
0.000000    0.000000    0.450000   1.0
0.000000    0.000000    0.462500   1.0
0.000000    0.000000    0.475000   1.0
0.000000    0.000000    0.487500   1.0
0.000000    0.000000    0.500000   1.0
